P,S
요즘 죽음이 눈앞에 온 것도 아닌데 잔소리를 그렇게 해댄다?,누가 그렇게 잔소리를 하시는 걸까요?
오늘 면접을 보고 왔는데 기분이 안 좋아.,무슨 일 있으셨나요?
그 사람만 생각하면 구역질이나고 화가나.,배신당해서 화가 많이 나신거같아요.
결혼하면 서로 잘 챙겨줘야 하는 거 아니야?,왜 그러세요?
직장 동료가 일을 잘 못 해서 나까지 피해를 보곤 해,직장 동료로 인해 어떤 피해를 보셨어요?
여자친구가 자꾸 결혼하자고 해.,여자친구분이 결혼하자고 그러시나 봐요.
직장 동료 때문에 너무 귀찮아.,직장 동료가 어떤일로 귀찮게 하나요? 
벌써 은퇴 준비를 하다니.,언제쯤 은퇴하세요?
오늘 친구들이 중소기업에 다닌다며 나를 은근히 무시했어.,중소기업 다닌다고 은근히 무시하는 친구들 때문에 기분이 좋지 않으시군요.
집값이 너무 올라서 짜증나.,집값이 올라가면 좋은것 아닌가요?
남편에게 저녁마다 산책하러 나가자고 했는데 그걸 하나 못 들어주나.,남편이 산책하러 나가자는 부탁을 들어주지 않으셨군요.
병원에 찾아오는 인간들은 다 내 재산을 노리는 걸까.,왜 그런식으로 생각하세요?
잊을 만하면 대출을 권유하거나 보험을 설명하는 스팸 전화들이 너무 귀찮아.,스팸 전화가 자주 오는 것이 귀찮으시군요.
우리 며느리는 내 아들이나 딸이 있을 때만 아픈 나를 잘 돌봐주고 둘이 있을 때는 날 막 구박해.,며느리가 그런다고 자식들에게 얘기 하셨나요?
엄마는 전교 이등이 쉬운 줄 아나 봐.,이등 밖에 못한다는 소리를 듣고 많이 속상했나 봐요.
요즘은 조금만 무리하게 운동하면 어깨가 빠져서 짜증나.,강도를 약하게 운동해도 어깨가 나가서 기분이 안 좋겠어요.
야근까지 하면서 열심히 준비했는데 프로젝트가 무산됐어.,프로젝트가 무산돼서 화가 나겠어요.
대체 왜 나는 매번 이렇게 아플까?,오늘 어디 안 좋으세요?
아들이 결혼하는데 모아 놓은 돈이 없다고 해서 너무 속상하고 화가 났어.,아들 때문에 화가 나고 속상했나 보군요.
아내 때문에 화가나.,무슨 일인지 자세히 말씀해 주실 수 있나요?
이번에 우리 부서장이 교체됐어 그런데 동료들이 아부하는데 차마 눈 뜨고 못 봐줄 정도야,부서장님이 교체됐는데 동료분들이 아부를 아주 많이 하시는군요 그럴 때 어떤 생각이 드세요?
애들한테 나를 그만 괴롭히라고 소리지르고 싶어.,마음이 많이 힘드신가봐요?
친구와 밥을 먹고 나왔는데 더치페이를 하기로해놓고 화장실에 가서오질 않네요,처음이면 그냥 내줘
나는 여자친구를 사랑하지 않아.,왜 그렇게 생각하시나요?
남편이 내년에 은퇴인데 뭐먹고 살아야 하나 막막하네.,은퇴를 앞두고 노후준비로 고민이시군요.
직장 상사가 회사에 일이 생기면 나만 찾아서 짜증 나 죽겠어!,왜이렇게 ㅇㅇ님만 찾으실까요?
늘 내게만 일이 몰려 화가 나.,동료들이 도움을 주지 않나요?
내가 비만 때문에 식사 조절을 하려고 하니 마음껏 못 먹어서 짜증이 너무 나.,마음껏 먹지 못해서 힘드시겠어요. 
가정형편이 어려운데 집 문제까지 터지니 머리가 너무 아프네.,조금 더 자세히 말씀해 주시겠어요?
어떡하지 큰일 났네.,무슨 일 있으세요?
어제 남편이랑 아이 진로 문제로 대판 싸웠어.,무슨 일로 싸우셨나요?
여자친구가 바람을 폈어.,상심이 크시겠어요.
난 위가 안 좋아서 음식을 먹을 때 오래 걸리는데 친구는 항상 불평을 해.,위가 안 좋아서 음식을 먹을 때 오래 걸리는 것에 불평하는군요.
자꾸 건강챙기라고 해서 짜증나.,무슨 일이 있으셨나요?
건강에 나만 안달하고 있어.,왜 그러세요?
난 캥거루란 동물만 보면 화가 치밀어.,어떤 부분 때문에 그렇게 느끼시나요? 
아내가 알츠하이머병이 심해져 내 말을 잘 기억하지 못해서 너무 슬퍼.,아내 분이 말을 잘 기억하지 못해서 걱정되기도 하고 슬프시겠어요.
결혼 따로 연애 따로 생각하는 친구를 보면 결혼 상대자가 불쌍하고 화가 나.,친구 문제로 화가 나셨군요.
나한테 왜 그러는 거야 대체?,무슨 일이 있으셨나요?
요즘 자꾸 업무시간에 투자회사 영업사원한테 전화가 와.,투자하라는 권유 전화인가요?
지금 남자친구가 연락이 여덟 시간 동안 안 되고 있어.,오래 닿지 않는 연락에 무척 화가 나시겠어요. 
이 직장이 구역질이 나.,다니기 싫으시군요.
학교에서 날 괴롭히는 애가 부탁만 들어주면 뺏어간 태블릿 피시를 돌려준다더니 미루고 있어서 애가 타.,학교 폭력을 행사한 사람이 태블릿 피시를 돌려주지 않아서 안달하셨군요.
퇴직금으로 적금 다 부어논걸 남편이 다 훔쳐갔어.,너무 화가 나실것 같아요.
나는 실업계 고등학교에 진학하려고 하는데 선생님은 무조건 인문계로 가라고 하셔서 짜증 나.,선생님이 진로를 강요하셔서 짜증 나시겠어요.
친구 아플 때 숙제랑 필기도 도와줬는데 내가 요즘 아픈데 도움을 안 줘 화가 나.,친구의 행동 때문에 화가나시나보군요.
나 빚도 많고 고혈압은 심하고 이런 상황에 칠순생일이 무슨 소용이야.,마음이 불편하시겠어요.
처음 보는 사람이랑 대화할때 보통 그렇게 까지 호의적인 사람은 없지?,사람이니까 아무래도 경계도 하고 반대로 사교적으로 대하기도 하고 하는게 아닐까요?
친구들이 나랑 옆 반 친구 이름이 비슷해서 자꾸 헷갈려해 그래서 잘못 부르는 경우가 많은데 귀찮고 짜증나.,친구들이 옆 반 친구와 이름을 헷갈려 해서 잘못 불러서 짜증나겠어요.
직장에서 동료 때문에 일을 못 하고 있어,어떤 문제 때문에 일을 못 하는 거예요.
왜 다들 나를 나이먹고 잔소리가 많다고 평가하는지 모르겠어.,다른 사람들의 평가에 많이 짜증이 나시는 것 같네요.
건강을 잘 챙겨야겠다는 생각 때문에 너무 부담스럽고 피곤한 것 같아.,피곤한 마음이 드나 보네요.
중학교에서 따돌림을 당해서 당혹스러워.,무슨 일이 있나요?
나 정말 힘들다.,무슨 일 있나요?
무릎이 더 좋아지지 않는 것 같은데 의사는 자꾸 입원해 있으라는 말만 하고 있어.,입원을 해도 무릎이 더 좋아지지 않는데 의사는 계속 입원하라고 하는군요.
엄마가 갱년기라고 아들 녀석에게 말해도 전혀 반응이 없네.,갱년기라면 몸과 마음이 모두 힘들 시기인데 아들이 전혀 신경쓰지 않나요?
새로 사귄 그 사람들 행동은 정말 구역질 나더라.,무슨 일 있으셨어요?
졸업하고 취직을 못하고 있는 나를 무시하는 친구들이 너무 미워.,친구들이 무시해서 많이 속상하겠어요.
내 건강 하나 챙기지 못하는 내가 너무 화나.,많이 화나시고 짜증나시겠어요.
내가 싫어하는 애가 있는데 걔가 나보다 수행평가 점수를 잘 받아서 짜증나.,싫어하는 친구가 수행평가 점수를 더 잘 받아 속상하셨겠어요.
딸아이가 사춘기가 왔는지 같이 시간을 보내지도 않으려 하고 항상 반항하고 삐뚤어지는 것만 같아서 너무 화가 나.,딸과 좋지 않은 관계로 갈등을 겪고 계셔서 화가 많이 나시겠어요.
아내한테 음식을 짜게 하지 말라고 했는데 자꾸 짜게 만드니까 화가 나.,아내분이 음식을 계속 짜게 해서 화가 많이 나시겠어요.
내 친구가 남자친구랑 헤어졌으면 좋겠어.,왜 그런 생각을 하시나요?
내 친구들은 다 꿈이 있는데 나만 없는 것 같아서 너무 절망적이야.,자신만 꿈이 없는 것 같아서 속상하셨군요.
어젯밤에도 남편이 술이 잔뜩 취해 들어온데다 시비가 붙어서 경찰까지 왔었다니까!,남편의 술버릇으로 무척 분노하시겠어요.
지금 있는 남편 빚을 빨리 갚고 좀 후련하게 살고 싶어.,그동안 빚을 갚느라 많이 힘들었겠어요.
어제까지 다음에 보자고 연락한 친구가 오늘 죽었다는 소식을 들었어.,친했던 친구의 부고에 놀라셨겠어요.
자식들 키워봤자 다 소용없어.,무슨 일이신가요?
아내가 노후 대책으로 주택을 매입했는데 매매가가 계속 떨어지는데다 팔리지도 않아 화가나,매매가가 계속 떨어져서 화가 나시겠어요
더 이상 열심히 일할 의욕이 생기지 않아.,뭐 때문에 그러는지 알 수 있을까요?
나는 건강을 잘 챵기는데 병이 있데.,너무 분하시겠어요.
우리 아내는 매일 돈 얘기로 나를 귀찮게 해.,아내 분이 자꾸 돈 얘기를 꺼내서 마음이 많이 불편하셨겠어요.
회사 상사가 나만 괴롭히는 것 같아.,그렇게 느끼신 이유가 있나요?
이번 주에 여자친구한테 프로포즈를 할 건데 준비를 뭐부터 해야 할지 모르겠어.,이번 주에 프로포즈를 하려는 이유가 있나요?
친구들이 병문안온다는거 아무도 못오게 했어,무슨일 있으셨어요?
난 건강이 나빠지지 않게 무조건 열심히 미리 노력할거야.,건강을 위해서 노력하시는 편이시군요.
내가 성과 낸 일을 빼앗겼어.,부당한 일을 당하셨군요.
친구를 꼭 사귀어야 하나?,친구를 사귀어야 하는 문제 때문에 고민이신가보군요.
자꾸 약속을 취소하면서도 뻔뻔하게 나오잖아.,그럼 화나실만 한 일인거 같아요.
어느정도 이해가 돼요.,남자친구가 일부러 싸울때마다 악의적으로 굴어서 속상해.
보험 가입 전화를 받았는데 은근히 화가 나네.,무슨 일이었는데요?
죽기 전에 찍은 영정사진이 마음에 들지 알아서 화가 나고 속상해.,영정사진이 마음에 들지 않아서 화가 나고 속상하시겠어요.
엄마 말로는 결혼할 때 할머니가 엄마를 딸처럼 여기겠다고 했는데 할머니가 엄마한테 하는 것을 보면 화가 나.,그런 엄마와 할머니를 보는 것이 많이 괴롭겠네요.
한 달 전 군대를 제대하고 아르바이트 자리를 구하고 있는데 코로나바이러스로 인해 일할 곳을 찾기가 쉽지 않아요.,저런 최선을 다해 국방의 의무를 다하고 오셨는데 아르바이트 자리가 잘 구해지지 않아 속상하시겠습니다.
내가 같은 성별인 대리님을 좋아하는 이유로 욕을 먹었어.,같은 성별인 대리님을 좋아하는 이유로 욕을 먹어 화가 나셨겠어요.
이제 은퇴할 나이가 얼마 안남았어.,이제 곧 은퇴하시는군요.
성적을 보고 화가 나.,많이 떨어졌나요?
짜증 나 죽겠어!,무슨 일 있나요?
부하 직원이 알아서 업무를 진행하지 않고 모든 걸 내 결재를 받으려고 해서 너무 짜증 나.,부하 직원이 알아서 업무를 진행하지 않아서 짜증이 나시는군요.
남편이 자꾸 카드 값을 연체해서 화가 나.,남편이 자꾸 카드 값을 연체해서 화가 나시는군요.
나 충격을 먹었어.,무슨 일 있으세요?
언니랑 동생이 나한테는 말을 안걸어.,기분이 어떠신가요?
주식이 반토막났네.,정말 큰일이네요.
코로나 때문에 손님이 없는데 임대료는 내야하고 정말 힘들어.,코로나 영향으로 손님이 없으니 아무래도 힘드시겠어요.
코로나 때문에 회사에서 권고사직을 당했어.,권고사직이라니 많이 힘드시겠어요.
차를 새로 산지 얼마 안됐는데 자꾸 후배가 차 조수석에 앉아서 담배를 펴.,새 차에 후배가 담배를 피다니 짜증나시겠어요.
아내 출산 예정일이 얼마 남지 않았는데 정말 화가 난다.,왜 화가 나시는데요?
아들이 가수가 되고 싶대.,아드님이 가수가 되고 싶어 하시는군요?
결혼식이 다음 달인데 빨리 다음 달이 됐으면 좋겠어.,다음 달에 결혼하신다니 축하드려요.
그렇군요 그렇게 생각하시는 이유가 있을까요?,뭔가 같이 살면 간섭 받을 것 같아서 싫어.
친구들끼리도 돈 없으면 이렇게 무시하네.,무슨 일이 있으셨나요?
내가 자식들 교육에 너무 조바심 내고 안달하는건 아닌가 하는 생각이 문득 들었어,그런 생각을 하시게 된 계기가 있으신가요?
급하게 돈 쓸 일이 있어서 친구에게 빌려준 돈을 받으려고 전화를 했는데 못 주겠다고 하지 뭐야.,왜 돈을 안 준다고 하시던가요? 
집이 넘어가게 생겼는데 진짜 다 포기하고 놓아버리고 싶다.,왜 넘어가게 된건가요?
젊은 시절을 바쳐 가며 노후 자금을 모으기 위해 일했는데 모인 돈이 겨우 이거라고?,열심히 일을 했는데 그만큼 돈이 쌓이지 않아 보람이 없었겠군요.
정말 짜증 나는 대학 동기가 있는데 얘랑 연락을 끊고 싶어.,대학 동기와 어떤 일이 있었는지 구체적으로 말씀해 주실 수 있을까요?
오늘 친구랑 대화하다가 정말 기분이 상했어.,친구랑 대화가 잘 되지 않았나보군요.
