P,S
운동하라는 의사 말을 듣지 않았는데 이렇게 몸이 개운해질 줄 알았으면 진즉 할 걸 그랬네.,운동하라는 의사 말을 진즉에 듣지 않은 걸 후회하고 계시는 군요.
결혼식이 취소가 되어서 너무 슬퍼.,어떤 이유로 식이 취소되었어요?
이제 정말 지긋지긋하군.,무슨 일이 있었나 보군요.
이제 살날도 얼마 안남았나봐.,무슨 일이 있으셨나요?
회사에서 바쁠 때 일 처리를 물어보는 동료에게 버럭 화를 내서 동료에게 좀 미안하네.,동료에게 화낸 일이 후회되는군요.
내가 친구를 도와줘야 하는데 용기가 없는 내가 너무 미워.,친구에게 무슨일이 있는 건가요?
돈 벌겠다고 쉬지않고 일하다가 건강만 해치겠어.,직장일이 많이 바쁘신가봐요?
나 직장에서 해고당했어.,해고당하셔서 매우 속상하시겠어요.
진작부터 내 건강도 미리미리 챙길 걸 후회가 돼.,건강이 안좋아 지셨나 보네요.
우리 아들은 되는 일이 없어.,무슨 일 있으신가요?
왜 이렇게 비통하지.,무슨 일이 있으신지 말씀해 주실 수 있나요?
은퇴 후에는 내가 참 무기력해.,무슨 일이 있으셨나요?
요새 눈물이 자주 나.,무슨 일이 있으셨나요?
유산을 하고 난 후 많이 힘들어하는 나를 보고 남편이 울더라고.,남편의 우는 모습에 너무 마음이 아프셨겠어요.
이번에 친구는 결혼 삼십 주년 해외여행간다는데 암울하네.,해외여행 어디로 간다고 하는데요?
열심히 일만 하면서 살았는데 은퇴하니까 주변에 사람이 없네.,많이 후회되시겠어요.
요즘 공부하는 게 재미가 없고 무엇을 해도 흥미가 없어.,요즘 흥미도 없고 재미도 없군요.
준비해놓은 게 없는데 노후가 정말 걱정이야.,노후 준비가 아직 많이 안 되신 건가요?
어젯밤 바이크를 타다가 사고가 났는데 부상상태를 들으니 꽤 심각하더군.,많이 놀라셨겠어요.
이번 기말고사를 너무 못봤어 슬퍼.,시험을 잘못치뤄서 슬프시군요.
인생은 정말 부질없는 것 같아.,인생이 부질없다고 생각하시게 된 이유를 들려주실 수 있나요?
어제 병원에서 퇴원했어.,무슨 일로 병원에 있으셨나요?
새로운 사람들과 사귀는게 너무 싫어졌어.,무엇 때문에 그러시죠?
회사 임원들이 쓸데없는 일만 시켜서 업무진행이 안돼.,필요하지 않은 일 때문에 업무에 지장이 있으시군요.
남편에게 잘해주지 못해서 후회돼.,남편을 살갑게 대하지 못한 것이 미안하신가 보네요.
내가 있는 노인정이 불법자금으로 운영되고 있었다네. 너무 당황스럽고 환멸까지 느껴져,많이 당황스럽고 환멸을 느꼈겠어요.
오늘 내가 자주 만나던 친한 언니가 다른 곳으로 이사를 하였어.,앞으로 자주 볼 수 없게 되어서 속상하시겠군요.
딸아이가 왜그렇게 생각이 염세적인지 모르겠어.,무슨 특정 상황이 있었나요?
근무 중 사람이 다쳤으면 산재 처리를 해야 하는데 회사는 그걸 거부하고 있어.,조금 더 자세히 말씀해 주시겠어요?
힘들게 일하고 온 남편에게 밥을 못 차려준 게 마음에 걸려.,남편에게 밥을 못 차려줘서 후회가 되시는군요.
건강관리만 하다 인생이 마비된 느낌이야.,많이 힘드시겠어요.
죽어라 공부를해도 성적이 오르지않아.,성적이 왜 오르지 않나요.
엄마는 항상 일등만 하는 언니만 자랑하고 다니니 난 낙담이 돼.,엄마께서 언니만 자랑해서 정말 낙담이 되겠어요.
언제까지 스트레스 받아가면서 일해야 하는 건지 어느 땐 우울해.,무슨 스트레스가 가장 힘들게 하나요?
소개팅했던 여자가 내 얼굴을 보자마자 안색이 어두워져서 기분이 안 좋아.,소개팅이 실패할까 봐 낙담하셨군요.
큰일났어 2년전에 넣어둔 펀드가 너무 손실이 커 완전 망했어.,손실이 커서 많이 상심이 크시겠어요.
재정이 마비된 느낌이야.,왜 그러세요?
남자친구와의 이별이 견딜 수가 없어서 요즘 슬픔에 빠져 지내고 있어.,이별 때문에 마음이 많이 아프시겠어요.
내가 직장에서 면접을 봤는데 불합격했어.,면접에서 불합격하셨군요.
장례식장에 다녀왔어.,누가 돌아가셨나요?
요즘 사는 것에 재미를 느끼지 못하네.,어떤 부분이 힘드세요?
내 산후조리를 위해 고생하는 엄마를 보니 미안한 마음이 들어.,고생하시는 어머니를 보고 마음이 좋지 않으시군요.
여자친구가 갑자기 다음 달에 유학을 떠난다고 해서 굉장히 슬퍼.,여자친구가 갑자기 유학을 떠난다고 해서 많이 슬프시군요.
결혼하면 행복하기만 할 줄 알았는데 요즘에는 우울하기도 해.,우울한 이유를 조금 더 구체적으로 말씀해 주실 수 있으신가요?
내가 지금까지 열심히 준비해왔던 세미나의 일정이 갑자기 취소됐어.,열심히 준비한 세미나의 취소 소식에 실망하셨겠어요.
건강을 위한다고 술을 끊은 지 삼 주가 됐는데 몸은 가뿐하지만 기분이 꿀꿀하고 우울해.,술을 먹지 못해 기분이 꿀꿀 하시군요.
나는 왜 이렇게 취업이 안될까?,취업이 잘 안되서 상심이 크시겠어요.
사업을 다시 일으키고 싶지만 이젠 다 늙어서 그런지 돈도 인맥도 없어.,사업을 세울 자본과 인맥이 없어서 낙담하고 계시는군요.
변호사 되어서 로펌에 들어가고 싶었는데 가기 싫어졌어.,무슨 이유로 하기싫어졌나요?
노년의 만성질환으로 돈이 계속 들어가.,돈이 계속 들어가시나요.
친한 친구가 다른 곳으로 이사를 간다고 하네.,친한 친구가 이사를 가다니 정말 슬프시겠어요.
자격증을 많이 취득했음에도 불구하고 면접에서 떨어졌어.,노력을 많이 하셨음에도 불구하고 취업이 되지 않아서 우울하시는군요.
결혼식이 구 월에 예정되어 있었는데 코로나 일구 때문에 다 망쳤어.,코로나 때문에 예정된 결혼식에 어려움을 느끼고 계시죠.
아빠는 내가 공무원이 되길 원하고 내 꿈은 알려고 하지도 않아.,아빠에게 무시당하는 느낌 때문에 기분이 안 좋군요?
왜그러세요?,난 결혼이 하고싶지 않은데 주변에서 너무 재촉하는게 싫어.
대학만 졸업하면 돈 들어갈 일 없을 줄 알았는데 아직도 나에게 손을 벌리는 아들이 실망스러워.,다 큰 자식이 아직도 손을 벌려서 마음이 좋지 않으시겠어요.
갱년기 때문에 밤에 잠을 잘 수가 없어서 슬퍼.,갱년기 때문에 매일매일 속상하시겠어요.
노후 준비로 모아둔 돈을 아들 사업 빚 갚는데 썼어.,중요한 돈인데 허무하겠어요.
젊었을 때는 건강에 자신이 있었는데 지금은 확신을 갖지 못하겠어.,어디 아픈 데나 불편한 곳이 있나요?
오늘 아빠한테 실망했어.,왜 실망하셧나요?
이번에 유산해서 너무 속상해.,소중한 아기를 유산해서 속상하시겠어요.
난 어차피 오래 살 생각이 없어.,삶에 염세적인 생각을 하고 계시나봐요.
퇴직 후 노후연금으로 생활하려고 했는데 이율이 너무 낮아서 몇 푼 못 받게 생겼어.,기대하셨는데 실망스럽겠네요.
외할머니가 아프시다는 말을 듣고 엄마가 울었어.,엄마가 우는 모습을 보고 마음이 아팠겠군요.
좀 더 젊었을 때 저축을 해두지 않은 게 후회가 돼.,저축을 하지 못 한 게 후회되나 보군요.
이제는 남편이 술먹고 늦게 들어와도 그러려니 하게되었어,무뎌지신것에 슬프신건가요
나이가 들면서 감정을 조절하는 법을 배우게 되는 것 같아.,그것은 어떻게 하는 건가요?
친구가 병으로 먼저 세상을 떠났어.,친구가 세상을 떠나셨군요 기분이 어떠신가요.
요즘 혈압 관리하느라 매일 뒷산엘 다녀오고 있거든.,날씨가 선선해져서 산행하기 더 좋아졌죠?
학교에서 따돌림을 당해서 힘든 걸 말할 친구가 없다는게 눈물이 나.,힘든 사실을 말할 친구가 없어 눈물이 나시는군요.
내가 평생을 다닌 작장을 은퇴할 생각을 하니 맘이 너무 울적하고 눈시울이 뜨거워.,아 은퇴 생각에 눈물이 나시나 봐요.
친구가 금전적으로 힘들어하는데 내가 아무런 도움이 되지 못해서 미안해.,그 친구는 돈을 벌지 않나요?
원하는 대학교에 가지 못할 것 같아.,왜 그런 생각을 하시나요.
요즘 취업 관련해서 떠올리기만 해도 온몸이 마비가 될 것 같아.,온몸에 마비가 될 것 같은 기분이 드신다니 현재 어떤 상황인지 여쭤봐도 될까요?
당뇨로 먹고싶은 음식을 먹지 못하니 힘들어.,힘드시겠어요.
죽음에 대해 가끔 생각해보는데 여러 생각이 교차해.,어떤 생각이 드세요?
결혼을 하는데 왜 눈물이 나신건가요?,부모님 생각을 하니까 뭔가 기분이 을컥했어.
우리 부부 사이에  진작 입양을 할 걸 많이 후회돼.,지금은 많이 늦었나요?
친구를 만나기로 했는데 삼십 분이 지나도 안 와.,친구가 조금 늦나 봐요.
기나긴 수정 끝에 이번 기안도 통과되지 못해 의욕을 잃었어.,여러 수정을 통해 이번 기안까지 왔는데 통과되지 않아서 낙담하시겠어요.
입사 동기들은 모두 부장님께 사랑을 받는데 나만 미움을 받아서 슬퍼.,그런 기분이 들어 많이 속상하시겠어요.
여자친구와 혼담 얘기가 오가다가 싸워서 마음이 아파.,여자친구분과 혼담 문제로 다퉈서 마음이 아프시군요.
나는 언제 취직하지?,얼른 취직하고 싶으신 건가요?
의사가 골다공증 때문에 부러진 다리가 붙는데 몇 달이 걸린다는데 멍해져.,골다공증 때문에 많이 염려되겠네요.
시대가 바뀌면서 내가 잘 알지 못하는 분야의 일까지 담당하게 되었는데 적응이 안돼서 슬퍼.,적응의 문제로 힘들어하시는군요.
요새 후회가 많이 돼.,무슨 일이 있으셨나요?
직장생활이 많이 우울해.,무슨 일이 있으셨나요?
오늘 학교에서 따돌림을 당했어.,그럴 때 혹시 도움이 될 게 있을까요?
사람들에게 잘 못해던 게 후회가 돼.,어떤 점이 후회되시나요?
우리 회사 대표님이 해임되었다는 소식을 들어서 눈물이 나.,회사 대표님의 해임 소식에 많이 슬프시겠어요.
아들이 사춘기에 접어들면서 우리 가족의 대화가 완전히 단절돼 버렸어.,아드님 사춘기로 인해서 많이 힘드신가 봐요.
사십 대 후반인데 은퇴라니 너무 우울하다.,속상하고 우울하시겠어요.
요즘 얼굴이 누렇게 뜬 것 같아.,요즘 피곤하신가봐요.
삼 년 동안 아이를 갖기 위해 큰 노력을 했는데 잘 안되어 포기해야 할 것 같아.,힘든 시간을 겪고 계시는군요.
정년퇴임이 가까워오는 것이 슬퍼서 눈물이 나.,정년퇴임 때문에 슬프고 눈물이 나시는군요.
우리 부부는 재혼해서 만났어.,새로운 가정을 꾸리셨네요.
주위에 만날 사람이 없어.,만날 사람이 없으신가요.
친구랑 싸워서 우울해.,친구 문제로 힘드시겠어요.
특별 보너스 지급이 취소됐어.,보너스 지급이 취소되었다니 기대 하셨는데 상심이 크시겠어요.
엄마가 손목 관절이 안 좋아 병원에서 수술 받으셔야 한다고 하네,수술까지 받으실 정도면 상태가 많이 안 좋으신 것 아닌가요?
오랜만에 본 친구가 췌장암으로 고생하는 걸 보니까 마음이 안 좋아.,췌장암으로 고생하는 친구를 봐 마음이 아프셨군요.
요새는 친구들끼리도 공부못하면 무시를 당하는거같아.,그런 문화가 생기면 안될텐데 너무 안타까워요.
아내는 출산 후 쉬지도 못하고 출근하며 열심히 일했는데 결국 회사에서 잘렸어.,열심히 일하셨는데 회사에서 잘리셨다니 많이 힘드시겠어요.
건강하다고 나름대로 생각했던 것 같은데 검진 결과가 안 좋게 나와서 너무 기분이 우울해.,건강 검진 결과가 나빠서 우울하시군요
정년퇴직하고 만성질환도 없어.,그럼 다행이군요.
이번에 사표를 냈는데 왠지 후회가 돼.,사표를 냈는데 후회가 되시는군요.
내가 뭘 부귀영화를 누리겠다고 밤부터 새벽까지 공부하지?,극심한 학업스트레스로 힘드시겠군요.
원래 건강했었는데 올해 들어 무기력해진 것 같아.,올해 무슨 일이 있으셨나요?
갑자기 눈이 침침하고 어지러운 것이 건강에 큰 문제가 있는 것 같아.,몸 상태가 좋지 않아 염려되시는 군요. 
결혼생활은 정말 최악일 것 같애.,결혼이라는걸 나쁘게 생각하시는군요.
아들이 취업할거라는 기대는 하지 않기로 했어,요즘 아드님 취업으로 걱정 많이 하셨잖아요
오늘 내 친구 박영감 장례식에 다녀왔어.,많이 슬프시겠군요.
딸이랑 또 싸웠어.,무슨 일로 싸우셨나요?
오늘 친구들끼리 모임에 갔다가 기분이 침울해졌어.,굉장히 안좋은 소식이라도 들으셨나봐요?
건강검진 결과가 안 좋게 나왔네.,어디가 안 좋은가요?
왜 갑자기 이런 일이 생기지?,걱정거리가 있으신가요?
