P,S
아버지가 나한테 토지 하나를 물려주셨는데 정말 큰 도움이 될 것 같아서 아버지께 감사하다고 해야겠어.,아버지가 주신 땅이라 감사한 마음을 가지셨을 것 같아요.
드디어 친구와 오해를 풀었어.,친구와 오해를 풀 게 되어 축하해요.
아이가 조금 크니 이제 육아할 때 지치지 않아.,육아 할 때 지치지 않고 편안 해 지셨군요.
지금까지 사는 동안 마음껏 사랑하고 내가 좋아하는 일을 하며 행복했어.,원하는 삶을 살았다니 정말 멋있어요.
내가 노년에도 경제 활동을 할 수 있게 도움을 준 최사장에게 정말 고마워.,노년에도 돈을 벌 수 있는 기회를 주신 최사장님이 정말 고마우시겠어요.
나 이번달 부터 연금받거든 그래서 느긋하게 여행 좀 다녀볼까 하고 알아보고 있어.,좋으시겠어요 여행지는 정하셨어요?
병간호를 방문 간호에 맡기고 나니 아들눈치가 안보여서 좋아.,전에는 아드님이 눈치를 주셨나요?
오늘 아내가 첫째 아들을 출산했어.,정말 축하드려요 경사스러운 날이네요.
우리 집은 가족 여행이 참 편해.,조금 더 자세히 말씀해주시겠어요?
다른 친구들이 보기에 우리 가족이 제일 화목해 보인다고 했어.,가족들끼리 사이가 좋다니 기쁘겠어요.
나는 우리 부서가 올해 최대 실적을 거둘 거라고 생각하고 있어.,그렇게 생각하게 된 계기가 있나요?
건강을 위해 마라톤 완주를 할 생각에 기뻐.,마라톤 완주를 통해 건강해질 생각에 기쁘시군요.
새로운 회사에 들어가는데 상사가 아주 맘에 들어.,다행히도 새로운 곳에 좋은 분들이 있으신가 보네요.
난 요새 학교에서 너무 느긋해.,무엇 때문에 그러세요?
나 연금을 탈 나이가 되어도 건강진단 결과가 아주 좋아서 기분이 좋아.,검진결과가 좋으시다니 좋으시겠어요.
나 이번에 면접 본 거 합격했어.,합격하셨다니 좋으시겠어요.
난 이번에도 일등 할거야.,그렇게 생각하시는 이유가 있나요?
나는 결혼하면 정말 잘 살 자신이 있어.,그렇게 생각하는 이유라도 있으세요?
지금 직장생활이 나한테 딱 맞는 직종 같아서 만족스러워.,직장 생활이 무척이나 만족스러우시군요.
내가 며칠 만에 용돈이 없어졌다고 했더니 형이 망설임 없이 자기 용돈을 줘서 기뻤어.,주저하지 않고 용돈을 나눠준 형을 보고 기쁜 마음이 들었군요.
걷기운동을 했더니 체력이 좋아지는 것이 느껴져.,노력의 성과가 보여서 기쁘시겠어요.
미리미리 운동하는게 최고야.,왜 그렇게 생각하시나요?
친구 뇌경색으로 오랫동안 입원을 했었는데 건강하게 퇴원하게 돼서 참 다행이야.,완쾌하셨다니 그분께도 다행이고 당신도 기쁘시겠어요.
남편이 오늘 내 건강을 기념한다고 축하파티를 해줬어.,좀 더 자세히 설명해주실 수 있을까요?
이 회사 다녀서 너무 뿌듯해.,회사에 만족하시는 것처럼 보여요.
남편을 믿고 신뢰하는 게 얼마나 중요한지 모르겠어.,불편한 일이 있으세요?
누구보다 대인관계를 잘  유지 해나가고 있다고 자신해.,대인관계 문제에 대해서 만족하시는군요.
난 그동안 대인관계를 잘해온 것 같아서 감사해.,대인관계를 잘 해오셔서 감사하시군요.
남들은 국민연금 수령액도 적고 챙겨 놓은 저축도 없다고 난리들이구먼.,월간 수입액이나 연금 수령액이 많으신가 보지요?
나는 복이 많은지 남편이 노후 대비로 전원주택 건축을 구상 중이더라고요.,남편분 혼자 결정하신 건가요?
관절염 때문에 고생했는데 이제 인공 관절 수술을 하면 바로 완쾌될 수 있다니 기뻐.,그동안 관절염으로 고생하셨는데 인공 관절 수술을 할 수 있으니 다행이에요.
요즘은 새로운 취미를 가져 볼까 싶어서 사업하는 큰아들과 함께 골프를 배우고 있어.,요즘은 새로운 취미로 큰아들과 함께 골프를 배우고 있으시군요.
연애 배우자를 너무 잘 소개 받았어.,축하드립니다 어디서 소개 받으셨나요?
자율적으로 일하는 좋은 팀원들을 만나서 기뻐,그런 팀원을 만나기가 쉽지 않죠.
요즘 회사에서 업무량이 많이 줄었어.,업무량이 줄어서 피곤함을 덜 느끼시나요?
자녀들을 키우느라 고생을 해서 은퇴 후에 혼자 여행을 떠날 예정이야.,은퇴 후에 혼자 여행을 떠날 예정이시군요.
아내의 권유로 명상을 하게 됐는데 정신 건강에 도움이 많이 되는 것 같아.,정신 건강에 도움이 되었다니 다행이에요.
결혼해서 너무 좋아.,어떤 점이 가장 좋나요?
아내가 치매증상을 보이길래 정말 걱정했는데 단순 건망증이라 관리만 잘하면 되니 정말 다행이야.,아내 분이 치매가 아닌 단순 건망증이라서 정말 다행이네요.
사고나서 입원했었는데 오늘 퇴원해서 너무 기뻐.,건강이 좋아지셨다니 축하드려요.
비록 회사에서 나와 다시 도전을 해야하지만 나는 만족해,혹시 원하는대로 되지 않을지도 모르는 마음에 불안하지는 않으세요?
아내가 드디어 출산 하게 되어서 신이 나,아내가 출산 예정이시군요.
나 친구한테 지갑을 맡기고 나갔다 왔어.,친구에 대한 신뢰가 두터우신가 보네요.
아직 노후는 천천히 생각하고 싶어.,아직 시간이 많다고 생각하시나봐요.
발작이 일어났을 때 옆 집 김씨가 구급차를 불러서 같이 병원에 와주었다.,갑자기 발작이 나서 너무 당황  되었을텐데  옆집 김씨가 도와줘서 참 다행이예요
요즘 통장을보면 기분이좋아.,통장을 보면 기분이좋으세요?
내가 할 일을 해서 편안해.,어떤 일을 하셨나요?
나는 성격이 급한편인데 내아들은 느긋느긋한 성격이야.,아드님하고 성격이 반대시군요.
직장에서 안도했어.,무슨 일이죠?
엄마가 내가 좋아하는 아이돌 콘서트에 같이 가주시겠다고 하셔서 행복해.,어머니와 함께 좋아하는 아이돌 콘서트에 가게 되셔서 기분이 좋으시겠어요.
이번 계약을 성공적으로 성사시키면서 회사 사람들로부터 능력을 인정받아서 너무 기뻐.,주변으로부터 능력을 인정받아서 좋으시겠어요.
나를 방관하지 않고 학교폭력 실태 설문지를 솔직하게 작성해준 반 친구들한테 정말 고마워.,친구들이 솔직하게 응답해 줘서 고마운 마음이 드셨겠어요.
외동딸만 시집보내고 나면 아내와 단둘이 주말마다 국내 여행을 다니기로 계획했는데 벌써 기뻐.,외동딸만 시집보내고 나서 아내와 단둘이 주말마다 국내 여행을 다닐 생각을 하니 기쁘군요.
오늘 갑자기 친구한테 연락이 왔어.,어떤 일로 연락을 했는지 말씀해주실 수 있으세요?
다행히 암이 아니라서 안도하는 중이야.,건강진단 결과에 안도하시는군요.
우리 마을은 노인을 위한 시스템이 잘 구축되어있어서 살기 좋아.,노인을 위한 시스템이 잘 갖춰져 있어서 생활하시기 편리하시겠어요.
산책하다가 넘어졌는데 골다공증에도 불구하고 부러진 곳이 없어서 안심했어.,넘어졌는데 부러진 곳이 없어서 안심하셨군요.
입원 기간이 오래되었는데 내 담당 간호사가 좋은 말을 해줘서 얼마나 힘이 되는지 몰라.,담당 간호사가 자존감을 높여주는 말을 해서 기분이 좋으시겠군요.
나는 이 마을 사람들과 매우 좋은 관계를 유지하고 있어서 만족스러워.,마을 분들과 관계가 아주 만족스러우시군요.
거래처와의 미팅을 잘 준비했더니 여유 있게 잘 마무리 되어 기뻐.,미팅 준비가 철저히 이뤄져서 잘 마무리되어 기쁘시군요.
은퇴한지 일년이 자났는데 생일라고 전 직원들이 찾아왔더라구.,좋은 상사이셨나보군요.
어마어마한 약값 때문에 막막했는데 옆집 사람이 돈 빌려준다고 해서 얼마나 다행이었는지 모르겠어.,천사 같은 이웃 덕분에 기쁘셨겠어요.
건강을 위해서는 적당히 먹고 적당히 운동해야 한다는데 아무래도 먹는 양을 줄여야겠어.,과식을 하지 않으시겠다는 거군요.
나는 우리 아이들이 크게 될 거로 생각해.,아이들이 아주 잘 커서 그런 생각이 드시는 거군요.
부부사이가 편안해졌어.,어떻게 편안해졌어요?
직장 생활 오래 했는데 나하고 적성에 안 맞는 거 같아서 너무 흥분된 상태야.,직장생활이 적성에 안 맞는군요.
요새 너무 기뻐.,무슨 일이 있으셨나요?
나 다음주에 결혼해.,정말 축하드려요!
유비무환이라고 옛말이 딱 맞네.,무슨 일 있으세요?
재정문제에 자신이 있어.,어떤 이유인가요?
부모님이 이혼할것 같았는데 다행이다.,부모님이 이혼안하셔서 다행인가보군요.
퇴사한 지 일 년 만에 새로 직장을 찾았어.,새로운 시작을 하게 되었네요.
항암치료를 더 이상 하지 않아도 된다니 이렇게 기쁜 적은 처음이야.,고되고 힘든 항암치료를 마치셨다니 기쁘시겠군요.
주말에 딸이랑 데이트 하기로 했어!,무엇을 하실지도 정하셨어요?
아기가 이제 기어 다니는데 조금씩 성장하는 게 축복 같아.,아기가 점점 커가는 것을 지켜보는 것은 정말 행복할 것 같아요.
난 내가 항암 치료를 겪어서 앞으로는 힘들어도 가족들에게 짜증 한 번 안 낼 것이라고 자신해.,항암 치료를 겪으셔서 앞으로는 힘들어도 가족들에게 짜증 한번 안낼 거라고 자신하시나 봐요.
아이가 처음으로 내게 아빠라고 하는 것을 들었어.,아이가 처음으로 아빠라고 말하였군요.
노인정에서 사귄 친구가 하나 있어.,친구분을 사귀 셨군요.
나를 싫어하던 최 영감이 이사를 간대.,최 영감님이 이사를 가서 기쁘시겠어요.
무료 재무 상담을 받았는데 안정적으로 관리를 했다고 칭찬을 받아서 기분이 너무 좋아.,재정 관리를 남들보다 뛰어나게 하셨군요.
아들이 날 많이 닮아서 고지식한데 바르게 살려 노력해서 기뻐.,아들이 바르게 살려 노력해서 기쁘시겠어요.
옆집 할머니도 연세에 비해 세련되셨는데 나한테 동안이라고 하신다,연세에 비해 건강하고 젊어 보이시나봐요
매일 같이 야근을 하느라 정신이 없어.,야근을 할 정도로 일이 많아 힘드시겠어요.
요즘 코로나로 업무량이 과다해서 내가 알던 후배를 회사에 추천했어.,업무량이 많아져서 후배를 추천하셨군요.
내가 몸이 안좋아서 병원에 다녀왔는데 병원비가 많이 나왔어.,병원비가 걱정되시겠어요.
다른 사람들에 비해 집 장만도 해두었고 아이 대학 등록금도 준비해두었고 아직 부족하지만 노후 준비도 잘 되고 있다고 생각하니 마음이 든든해지네.,스스로 만족할 만큼 노후 준비가 잘 되고 있군요.
요즘 학교에서 따돌림을 당해서 너무 힘들어.,요즘 학교에서 따돌림을 당해서 힘드시군요.
결혼하고 나서 마음이 편안해졌어.,결혼 생활이 편안하신가 봐요.
딸아이 덕분에 이제껏 국민 건강검진만 받았었는데 이번에 이런 종합검진은 처음 받아봤네.,자녀분이 정말 잘하시네요.
오랜 회사생활 뒤 은퇴를 한 후에는 더 이상 일하지 않아도 된다는 것이 너무 기뻐.,은퇴 후에는 일하지 않아도 되서 기쁘시겠어요.
은퇴 후의 일은 남편을 믿어.,남편에 대한 신망이 두터우시네요.
오늘 내가 업무 일부를 자동화로 해도 괜찮을 것 같다고 제안을 했는데 그게 받아들여졌어.,제안사항이 받아들여져서 기쁘시겠어요.
친구와 다행히 화해했어.,친구와 무슨 일이 있으셨나요?
은퇴할 시기가 점점 다가오지만 나는 자신 있어.,기분 좋으시겠어요.
좋은 사람들 근처에는 좋은 사람들이 모여드는가봐요.,새로운 동호회에 나갔는데 사람들이 너무나 친절하게 잘해줘서 너무 감사해.
나는 아이를 낳으면 어느 누구보다 잘 키울 자신이 있어.,아이 교육에 대해 자신있어 보여요.
아내가 참 알뜰한 편이야.,가족을 잘 챙기는 현모양처 스타일인가 보군요.
평소 호흡기가 약해 미세먼지가 심해서 밖을 돌아다니기가 무서웠는데 오늘은 미세먼지가 없었어.,미세먼지가 없어서 편안하셨겠네요.
부서를 발령받았는데 내가 원하던 부서에 배치 받게 되어서 너무 기뻐.,원하던 부서에서 일을 하셔서 정말 좋으시겠어요.
이젠 죽음을 느긋하게 기다리고 있어.,죽음에 느긋하시군요.
체육실에 혼자 있는데 짝꿍이 같이 있어줬어.,그 친구 고맙네요.
오랜만에 만난 노인들이 모두 나를 기억해주어서 기뻐.,오랜만에 만났음에도 불구하고 기억을 해주는 사람들이 있어서 기분이 좋으시겠어요.
아이들을 가르치는 직업이 날 흥분시키네.,아이들을 가르치는 것이 많이 흥분되시나봐요.
다행히 오늘 마감을 끝내서 공휴일에는 출근하지 않아도 될 것 같아.,오늘 무사히 일을 마무리 지어서 기쁘시겠어요.
