P,S
늙어서 자식들에게 손 벌리고 사는 것은 정말 싫어.,나이 들어 자식들에게 독립되어 살고 싶으시군요.
취업 스터디원 중에서 내가 제일 안 좋은 회사에 들어가서 좀 창피해.,어떤 면에서 안 좋은 회사라고 생각하세요?%	_x0001__x000C__x0005_ᖷ_x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000_
수학 시험을 너무 망했어.,수학 시험을 망했다고 생각하시는군요.
배가 많이 나와서 조금 부끄럽네.,운동을 하시나요?
죄책감이 많이 들어.,무슨 일이 있으셨나요?
적금이 만기됐다고 문자가 왔는데 이게 무슨 소리인지 모르겠네.,어떤 부분이 이해가 안되세요?
결혼하는 사람은 한심해.,그렇게 생각하시는 이유가 있나요?
취업 준비 때문에 친구 만날 시간이 없어서 요즘 외로움을 타는 것 같아.,친구를 자주 못 만나서 외로우신가 봐요.
대학 졸업한 지 한참 됐는데 취업도 못 해서 나 자신이 한심해 잘하는 것도 하나도 없어.,취업 때문에 너무 속상하셨군요. 
양가에서 결혼 하라는데 모아둔 돈이 하나도 없어.,결혼 때문에 마음이 심란하신가봐요.
아내가 일을 시작하면서 가정에 소홀해서 속상해.,부인이 새로 일을 시작하셨군요.
꿈에 그리던 회사에 입사했으나 여가시간이 너무 줄어 되레 외로워졌어.,취미생활이나 친구들을 만나는 것이 많이 어려워졌군요.
친구들이 나 때문에 싸운 거 같아.,왜 그렇게 생각을 하시죠?
혹시나 환갑이 넘어서 없던 질환이 생겨서 죽는 내 모습을 상상해보니깐 너무 혐오스러워.,어떻게 하면 좋을까요?
내가 건강할 때는 일도 하고 사람들도 자주 만나며 즐겁게 지냈는데 건강을 잃고 많이 달라졌어.,건강을 잃고 어떤 생활의 변화가 온 건가요?
오랜만에 동료를 봤는데 상대적으로 내가 너무 늙어 보이는 거 같아.,오랜만에 본 동료 분에 비해 늙어 보여 당황스러우시겠어요.
부모님 몰래 사귀고 있는 여자친구와 집 앞에서 헤어지다가 엄마가 뒤에서 나를 불러서 당황스러워.,여자친구를 몰래 사귀고 있는 것이 들킬까봐 난처하시겠어요.
점심시간에 우르르 몰려가는 직원들 사이에 앉아 나만 혼자 밥을 혼자 먹었어.,혼자 밥 먹는 거 많이 힘든데 속상했겠어요.
와이프와 크게 싸웠는데 너무 옹졸하게 행동한 것 같아.,무슨 일이 있으셨나요?
애정표현을 잘 안 하던 아들이 갑자기 사랑한다고 말해서 너무 당황스러워.,아들이 갑자기 사랑한다고 말해서 많이 당황하셨나 봐요?
병마와 싸우다 보니 병색이 완연한데 이제 친구들 모임에도 못 나갈 것 같아!,열심히 치료하시면서 잘 버티고 있다고 친구분들한테 씩씩한 모습 보여드리는 것도 필요할 것 같아요.
나오늘 학교에서 너무 당황했어.,무슨 일 있으셨어요?
나 오늘 너무 부끄러운 일 있었어.,무슨 일이 있으셨나요?
통장에 돈이 없는 걸 몰랐어.,통장에 돈이 없어서 당황스러우셨겠어요.
내 아들이 너무 한심해.,아드님이 무슨 사고를 치셨나요?
오늘 직원이 큰 실수를 한 것도 아닌데 심하게 혼을 냈어,혹시 개인적으로 오늘 기분이 좋지 않으셨나요?
집에서 나 혼자만 외딴섬에 있는듯한 기분이야.,외딴섬에 있는 듯한 기분이 왜 들까요?
통장에 돈이 없어져있어서 당황스러웠어.,돈의 행방은 찾으셨나요?
나는 이제 나이가 들고 만성질환도 생기니까 죽음이 가까워오는 것 같아.,건강이 매우 안좋으셔서 걱정이 되시는군요.
난 평생 일하느라 몸이 상하는지도 몰랐어.,가족을 위해 희생하신거군요.
아무도 내곁에 오지 않아.,무슨 일 있으신가요?
고등학교 졸업이 코앞인데 진로를 정하지 못하고 있어.,진로를 아직도 정하지 못하셨나요.
길을 가다가 모르는 사람이 건강하게 살라며 비싼 홍삼진액을 줬는데 먹어도 되는지 모르겠어.,모르는 사람이 비싼 홍삼진액을 줬는데 먹어도 되는지 고민이시군요.
기침을 하니까 사람들이 자꾸 쳐다봐.,감기에 걸리셨나요?
노약자석에 있는 젊은이를 혼내며 양보하라고 했는데 알고 보니 다리를 다친 친구여서 많이 놀랐어.,다친 젊은이를 몰라봐서 많이 당황스러우시군요.
음식조절 중인데 오늘 과식해버려서 너무 속상해,음식조절 중에 과식을 하셨다니 기분이 안 좋으시겠군요.
남자친구에게 아프다고 얘기하면 당장 올 줄 알았는데 회의 중이라며 끝내 오지 않아서 당황했어.,아프다고 얘기를 했지만 끝내 오지 않았다니 슬프셨을만해요
가족들과 텔레비전을 보고 있었는데 갑자기 정전이 나서 당황스러웠어.,갑자기 정전이 나서 당황스러웠군요.
은퇴하고 만성질환에 시달리고 있어.,질환이 심하신가요.
직장에서 내가 해야 할 일이 너무 많아.,업무량이 너무 많아 당황하셨나 보네요.
자기는 맨날 핸드폰 보면서 나보고는 보지말라는 어른들이 한심해보여.,주변에 누가 그런 사람이 있으신가요?
회사에서 은퇴하고 계획없이 돈을써서 돈이 하나도 없어.,회사에서 은퇴하게 되셨나봐요.
은퇴 후 뭘해야 할지 생각하기도 싫어.,무슨일 있으셨어요?
자식이 없으니 나이가 들수록 경제적으로 불안해져.,요즘 불안함을 많이 느끼시나봐요.
내가 은퇴를 하여 다시 취직하지 못하고 있는 것이 민망하고 부끄러워.,은퇴를 해 다시 취직하지 못하고 있는 것이 민망하고 부끄러우시군요.
건강해지고 싶어.,왜 그러세요?
이 위치까지 올라오는데 참으로 많은 사람들을 밟았어.,높은 위치까지 올라 가시는데 정말 치열하셨군요.
내가 아프다는 것을 눈치 챈 자식들이 생명 보험을 여러 개 가입했어.,자식 분들이 돈을 목적으로 보험을 가입한 것 같아서 당황스럽겠어요.
사람들은 나의 병원비를 자식들이 내주는 줄 알고 있지만 사실 나 혼자 부담하고 있어 걱정이야.,홀로 병원비를 내는 것이 상당히 부담되실 것 같아요.
김 팀장은 너무 혐오스러워.,김 팀장님의 어떤 부분이 혐오스러우실까요?
엊그제 대학동창모임에서 친구들이 딸 직업을 물어보는데 백수라고 얘기하기가 부끄러웠어.,딸이 백수라는 사실을 친구들에게 말하기가 부끄러우셨군요.
내가 무지외반증이야.,무지외반증으로 많이 불편하시군요.
한심한 사람들이 많아.,무슨 일이 있으셨나요?
방에서 성인 영화를 보는데 엄마한테 들켰어.,엄마에게 들켜서 놀라셨겠어요.
나 오늘 너무 당황 스러운 일이 있었어.,무슨일 있으셨어요?
은퇴하고 만성질환에 시달리고 있어.,만성질환에 시달리 시는군요.
애들 다 직장 나가고 남편 회사 나가고 나 혼자 텅 빈 집에 있는데 갑자기 너무 외로운 생각이 드는 거야.,혼자 외로운 생각이 드셨군요.
돈을 물처럼 쓰네,돈은 돈이고 물은 물입니다
존경하신분 비서로 일하게 되었는데 알고 보니 여자 관계가 복잡하네요. 실망스러워,존경하신 분이시라 많이 실망하셨겠어요.
친구들이 나랑 어울리지 않으려고 하는 것 같아.,친구들과 무슨 문제 있으셨나요?
내 병원비 때문에 자식들에게 더 많은 재산을 못물려줘 미안해.,자식들에 더 많은 재산을 물려주지 못해 미안하군요.
아빠는 항상 형과 나를 비교하면서 나를 무시해.,아버지가 형과 당신을 비교하신다구요?
요즘 집에 들어가면 공기가 너무 차가워.,외로움을 느끼시는건가요?
내가 너무 혐오스러워.,그렇게 생각하시는 이유가 있나요?
사귄 지 한 달 만에 남자친구가 결혼 이야기를 꺼내서 당황스러워.,남자친구가 결혼을 서둘러서 많이 당황스럽겠어요.
결혼 후 오지도 않던 아들이 재산을 안 준다는 말에 폭력적인 모습을 보이는데 혐오스러웠어.,아드님의 행동에 많이 당황하셨겠어요.
벌써 은퇴할 때가 됐는데 부끄럽네.,어떤 점이 부끄러우세요?
오늘 생리를 했어.,축하드려요 첫 생리 이신가요?
요즘 일을 몇 건이나 따온 직원이 있는데 상사가 어떠냐고 물어봤을 때 나도 모르게 험담을 해버렸어.,잘나가는 직원에 대해 험담을 해버려서 당황하셨겠어요.
친구사귀는게 어려워.,무슨 일이 있나요?
내가 맡은 업무가 너무 싫어.,어떤 업무인가요?
오랜만에 친구를 만났는데 임신했다고 해서 혼란스러웠어.,갑자기 임신 소식을 들어서 혼란스러웠겠군요.
아내가 죽고나서 아들이고 딸이고 찾아오질 않는구려.,너무 속상하시고 외로우시겠어요.
어떻게 말해야 할지 모르겠다.,천천히 말씀하세요.
내 가족이 요즘 너무 싫어.,왜 그러세요?
오늘 친구에게 맞았어.,싸우신 건가요.
아내가 나한테 말도 없이 자신의 노후를 위해서 내 생명보험을 여러 개 가입했더라고.,본인도 모르게 생명보험을 여러 개 가입한 사실에 대해 당황하셨겠어요?
주변에 진로 상담을 해줄 사람이 없어.,진로 상담 때문에 어려움을 느끼고 계시는군요.
혼자있는 시간이 많으니 자꾸 죽음에 대해 생각하게 돼.,죽음에 대해 생각하는 시간이 많으시군요.
우울증 약 때문에 살찐 남편이 부끄러워서 부부동반 모임에서 잡고 있던 남편 손을 놔버렸어.,남의 시선을 의식하여 당황스러웠겠어요.
요즘 코로나로 외출이 쉽지 않아 고립감이 들어.,사람들을 만나지 못해 힘드시군요.
오늘 하루종일 회사에서 뭘 했는지 모르겠어.,집중이 잘 안되었거나 어려운 일을 하셨나봐요.
은퇴하고 그래도 남들 보기에 번듯한 직장에 재취업해야 무시못할 텐데 큰일이네.,은퇴시점까지 시간이 얼마나 남아있나요?
부모님이 나를 좋아하는지 혼란스러워.,그렇게 생각하시는 이유가 있나요?
오랜만에 고향에 내려갔는데 나랑 친했던 이웃들이 하나도 없어서 당황스러워.,친했던 이웃들이 사라져서 당황했군요.
우리반에 이상한 얘들이 많아.,어떤 친구들인데요?
언니는 좋은 학교 보내주고 나는 돈 없어서 일반학교에 갔어.,언니분과는 달리 일반학교에 가셔서 많이 섭섭하시겠어요.
오늘 직장에서 너무 나쁜 일을 당했어.,어떤 일을 당했나요?
우울증 때문에 약을 먹었더니 그 영향으로 살이 많이 쪄서 내일 동창들 보기가 부끄러워.,살이 많이 찌셔서 조금 걱정되시겠어요.
다음 달에 결혼하는 친구를 마지막으로 이제 고등학교 동창 모임에서 나만 미혼이야.,동창이 다 결혼해서 기분이 어떠세요?
대학을 갈지 공무원 준비를 할지 너무 혼란스러워서 고민이야.,진로에 대해 고민이 많이 되겠어요.
건강 때문에 남을 의식해.,어디 아프세요?
친구가 힘들게 소개해준 일자리가 내 적성과 맞지 않아서 당황스럽고 어찌해야 할지 모르겠어.,겨우 소개받은 일자리가 적성에 맞지 않아서 난감하신가 보네요.
수술비가 없어 당황스랍지만 그렇다고 해서 친구들에게 내가 돈이 없다는 사실을 알리기 싫어서 도움을 요청하지 않았어.,친구들에게 돈이 없다는 사실을 솔직하게 말하기가 두려웠군요.
당뇨인 것도 모르고 일만 하면서 살았어.,열심히 일 했는데 당뇨에 걸렸군요.
친구들과 목욕탕에 왔는데 눈이 마주칠 때마다 수건으로 몸을 가리게 되더라고.,친구들과 목욕을 하는데 몸을 가릴 정도로 시선이 의식되시는군요.
건강에 대해서 많이 생각하게 하는 요즘이야.,어쩌다가 건강을 그렇게 챙기게 되셨나요?
아직도 직장생활하는 친구를 보면 나는 왜 직장을 관뒀나 싶어.,직장을 그만두신걸 후회하시나요?
내일 회식이 있는데 가족 행사가 있어서 못 갈 것 같아서 걱정이야.,약속이 두 가지라 많이 난감하시겠네요.
아내가 갑자기 개를 키우고 싶다면서 말도 없이 강아지를 집에 데려왔어.,아내가 갑자기 강아지를 데리고 와서 당황스러우셨군요.
남편이 나에 대해 너무 모르는 것 같아 당황스러워.,어떤 부분에서 그렇게 느끼셨나요?
나 이제 착하게 살려고 해 나중을 위해서.,나중을 위해서 착하게 사시겠다고 생각하시는군요.
난 아이돌 하고 싶은데 남들 시선이 좀 의식돼.,하고싶으면 소신있게 하는게 좋지 않을까요?
모의고사 성적이 나빴어. 남들은 성적이 좋은데 말이야,성적이 나빠 걱정이시군요. 다 비슷하니 열등감 가지지 말아요
지금 놀고 있는 내 자신이 한심하기도 해.,왜 그런 생각이 드셨나요?
